 energy, unc, intensity %, unc,daughter level energy, HF, unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
1903.2,1.6,100, ,0.0,1, ,60,84,Nd,0, ,0+, ,2.29E+15,16,Y,7.226536048181568e22,5.04910815593472e21,A,100, , , , , , ,1903.2,1.6,58,82,Ce,

