 energy, unc, intensity %, unc,daughter level energy  [keV],end level energy  [keV],X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy  [keV] , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magnetic dipole [mu N], unc,electric quadrupole [b] , unc,Q , unc, Z,N, symbol ,Extraction date
120.154,0.025,1.41,0.04,2659.792,2539.632,,,M1(+E2),-0.1,3,0.28, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
121.17,0.16,0.39,0.2, , ,,, ,,, , ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
229.42,0.022,0.0205,0.0006,2479.896,2250.478,,,[E2],,,0.0801, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
266.914,0.012,0.000299,0.000017,2926.709,2659.792,,, ,,, , ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
295.42,0.18,0.0174,0.0023,2078.80,1783.45,,,(E1),,,0.00805, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
310.4,0.6,0.0006,0.0003,1783.45,1475.77,,,[E2],,,0.0290, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
341.3,0.1,0.041,0.0017,2561.261,2220.024,,,[M1],,,0.01715, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
365.448,0.011,0.00069,0.00004,2926.709,2561.261,,, ,,, , ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
387.075,0.009,0.000374,0.000021,2926.709,2539.632,,, ,,, , ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
396.894,0.022,0.26,0.17,2876.754,2479.896,,,M1+E2,,,0.0125, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
409.6,0.3,0.439,0.013,2659.792,2250.478,,,E1(+M2),-0.029,23,0.00349, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
446.812,0.003,0.0276,0.0016,2926.709,2479.896,,,M1+E2,-0.39,2,0.00883, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
460.85,0.08,0.421,0.011,2539.632,2078.8,,,E2,,,0.00845, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
461.1, ,2.26,0.04,3525.22,3064.68,,,E2,,,0.00843, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
461.8,0.13,4.72,0.09,3121.56,2659.792,,,[E1],,,0.00258, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
467.01,0.04,0.181,0.022,2250.478,1783.45,,,E2,,,0.00812, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
560.32,0.11,1.87,0.1,3121.56,2561.261,,,E2,,,0.00483, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
581.93,0.09,8.6,0.3,3121.56,2539.632,,,E1(+M2),-0.01,10,0.00150, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
584.21,0.08,6.49,0.23,3064.68,2479.896,,,M1+E2,+0.0,3,0.00458, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
603.03,0.04,0.071,0.009,2078.80,1475.77,,,E1(+M2),-0.14,22,0.0016, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
620.3553,0.0017,0.052,0.008,2162.781,1542.424,,,M1+E2,-0.50,5,0.00391, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
626.24,0.07,1.47,0.1,2876.754,2250.478,,,E2,,,0.00357, ,49,61,In,0, ,7+, ,4.92,8,h,17712,288,EC+B+,100, , ,4.713, ,1, ,3878,12,48,62,Cd,
,2021-04-26
