 energy, unc, intensity %, unc,daughter level energy, HF, unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
2146.9,1.4,100, ,0.0,1, ,64,88,Gd,0, ,0+, ,1.08E14,8,Y,3.408148005255936e21,2.52455407796736e20,A,100, , , , , , ,2204.4,1.0,62,86,Sm,

