 energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
664.77,0.05,0.0099,0.0005,1371.721,706.91,,,[E2],,,0.00623, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
671.155,0.014,0.024,0.004,1757.001,1085.8408,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
674.64,0.14,0.169,0.003,1041.1217,366.4795,,,E1,,,0.00225, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
675, ,0.0213,0.0008,1605.596,930.546,,,M1+E2,+2.2,4,0.0075, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
678.623,0.005,0.473,0.004,1434.020,755.396,,,M1+E2,+4.1,+17-11,0.00680, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
683.25,0.09,0.0047,0.0003,1769.130,1085.8408,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
686.6,0.05,0.0203,0.0007,1649.833,963.363,,,[M1 E2],,,0.0078, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
688.67,0.005,0.856,0.006,810.453,121.7818,,,E0+M1+E2,,,0.0409, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
696.87,0.19,0.016,0.008, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
703.01, ,0.0039,0.0003,1318.456,615.415,,,[E2],,,0.00599, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
703.55,0.06,0.0027,0.0003,1047.81,344.2789,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
707.16,0.07,0.00142,0.00006,1730.207,1022.969,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
712.83,0.05,0.0955,0.0024,1643.421,930.546,,,[E1],,,0.00220, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
719.346,0.007,0.25,0.008,1085.8408,366.4795,,,(E2),,,0.00517, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
719.36,0.14,0.095,0.003,1529.8019,810.453,,,(E1),,,0.00197, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
728.04,0.04,0.0111,0.0004,1769.130,1041.1217,,,[E1],,,0.00192, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
734.14,0.12,0.0009,0.00013,1757.001,1022.969,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
735.43,0.08,0.00441,0.00019,1776.56,1041.1217,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
756.16,0.03,0.0044,0.0004,1779.119,1022.969,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
764.88,0.04,0.189,0.004,1109.200,344.2789,,,M1+E2(+E0),,,0.0070, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
766.38,0.18,0.00069,0.00008,1730.207,963.363,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
768.96,0.04,0.082,0.004,1579.427,810.453,,,[E1],,,0.001719, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
778.9045,0.0024,12.93,0.08,1123.1855,344.2789,,,E1,,,0.00184, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
794.78,0.05,0.0263,0.0016,1550.17,755.396,,,M1(+E2),-0.4,+7-12,0.0075, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
802,0.5,0.00041,0.00005,1612.88,810.453,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
805.71,0.09,0.0152,0.0006,1769.130,963.363,,,[E1],,,0.001565, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
810.451,0.005,0.317,0.003,810.453,0,,,E2,,,0.00393, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
813.21,0.06,0.0043,0.0004,1776.56,963.363,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
839.36,0.04,0.0177,0.0005,1649.833,810.453,,,[E1],,,0.001444, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
841.574,0.005,0.168,0.003,963.363,121.7818,,,E1,,,0.001436, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
850.1,0.13,0.00077,0.00008,1605.596,755.396,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
855.21,0.07,0.00197,0.00013,1221.67,366.4795,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
867.38,0.003,4.23,0.03,1233.8626,366.4795,,,M1+E2,-6.2,5,0.00343, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
896.59,0.09,0.067,0.0021, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
901.19,0.05,0.0854,0.0024,1022.969,121.7818,,,E2,,,0.00311, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
906.06,0.1,0.0092,0.0004,1612.88,706.91,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
919.337,0.004,0.419,0.005,1041.1217,121.7818,,,E1,,,0.001210, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
919.74,0.04,0.0065,0.0004,1730.207,810.453,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
926.31,0.05,0.272,0.003,1292.753,366.4795,,,[E2],,,0.00293, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
930.59,0.05,0.0729,0.0019,930.546,0,,,(E2),,,0.00320, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
937.05,0.15,0.0027,0.0008,1692.40,755.396,,,[M1 E2],,,0.0043, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
947.15,0.14,0.00109,0.00019,1757.001,810.453,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
958.63,0.05,0.0197,0.0011,1769.130,810.453,,,[M1 E2],,,0.0035, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
961.08,0.04,0.008,0.0021,1082.816,121.7818,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
963.367,0.007,0.14,0.006,963.363,0,,,[E1],,,0.001107, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
964.057,0.005,14.51,0.07,1085.8408,121.7818,,,M1+E2,-9.3,6,0.00271, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
968.65,0.04,0.00792,0.00022,1779.119,810.453,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
970.22,0.09,0.0012,0.0003,1314.640,344.2789,,,E1+M2,-0.021,12,0.001207, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
974.09,0.05,0.0136,0.0008,1318.456,344.2789,,,M1+E2,+0.58,7,0.0039, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
990.18,0.05,0.0314,0.0013,1605.596,615.415,,,E2,,,0.00281, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1001.1,0.3,0.0045,0.0008, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1005.27,0.05,0.659,0.011,1371.721,366.4795,,,M1+E2,-3.1,+2-3,0.00259, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1050.1,0.6,0.0007,0.0003,1757.001,706.91,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1084,1,0.245,0.008, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1084.38,0.11,0.0106,0.0008,1769.130,684.69,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1085.837,0.01,10.11,0.05,1085.8408,0,,,E2,,,0.00209, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1089.737,0.005,1.734,0.011,1434.020,344.2789,,,M1+E2,+22,+13-6,0.00231, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1109.18,0.05,0.189,0.006,1109.200,0,,,E2,,,0.00222, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1112.076,0.003,13.67,0.08,1233.8626,121.7818,,,M1+E2,-8.7,6,0.00201, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1139,1,0.00125,0.00008, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1170.97,0.09,0.0372,0.0016,1292.753,121.7818,,,[M1 E2],,,0.0023, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1206.09,0.16,0.013,0.0013,1550.17,344.2789,,,[E2],,,0.00188, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1212.948,0.011,1.415,0.008,1579.427,366.4795,,,E1,,,0.000756, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1246.34,0.16,0.00093,0.00013,1612.88,366.4795,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1249.94,0.05,0.187,0.003,1371.721,121.7818,,,E2,,,0.001586, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1261.35,0.05,0.0335,0.0013,1605.596,344.2789,,,M1,,,0.00265, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1292.78,0.05,0.101,0.003,1292.753,0,,,[E2],,,0.001491, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1299.142,0.008,1.633,0.011,1643.421,344.2789,,,E1+M2,,,0.000788, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1314.6, ,0.0019,0.0005,1314.640,0,,,E1,,,0.000773, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1315.58,0.16,0.00364,0.00016,1682.07,366.4795,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1318.38,0.17,0.00157,0.00013,1318.456,0,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1348.1,0.07,0.0173,0.0008,1692.40,344.2789,,,M1+E2,-13,+4-7,0.001541, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1363.78,0.05,0.0258,0.0006,1730.207,366.4795,,,(E1),,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1390.5,0.12,0.00425,0.00016,1757.001,366.4795,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1408.013,0.003,20.87,0.09,1529.8019,121.7818,,,E1+M2,+0.043,3,0.000707, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1455.1,0.3,0.0025,0.0005,1822.03,366.4795,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1457.643,0.011,0.497,0.004,1579.427,121.7818,,,E1,,,0.000703, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1485.9,0.3,0.0056,0.0024, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1491.4,0.8,0.0006,0.0003,1612.88,121.7818,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1528.1,0.04,0.279,0.003,1649.833,121.7818,,,E1,,,0.000715, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1605.62,0.07,0.0079,0.0004,1605.596,0,,,E2,,,0.001190, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13, ,-1.9401, ,2.71, ,1818.7,0.7,64,88,Gd,
1608.36,0.07,0.0054,0.00021,1730.207,121.7818,,,E1,,,0.000735, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1635.38,0.2,0.00016,0.00004,1757.001,121.7818,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1647.44,0.12,0.0073,0.0003,1769.130,121.7818,,,E2(+M1),0.6,GT,0.00117, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1674.31,0.06,0.0061,0.0008, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1698.1,0.4,0.0058,0.0019, , ,,, ,,, , ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
1769.09,0.04,0.00931,0.00022,1769.130,0,,,E2,,,0.000989, ,63,89,Eu,0, ,3-, ,13.517,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13, ,-1.9401, ,2.71, ,1874.3,1.8,62,90,Sm,
117.3,0.3,0.0021,0.0003,1047.87,930.63,,,E2,,,1.410, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
119.44,0.15,0.0103,0.0014,1082.88,963.4,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
121.77,0.03,7,0.8,121.78,0,,,E2,,,1.155, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
125.43,0.17,0.00035,0.00006,810.44,684.76,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
152.77,0.16,0.0018,0.0003,963.40,810.44,,,[E1],,,0.0872, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
160,0.5,0.0007,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
191.6,0.3,0.0007,0.0004,1314.62,1123.13,,,[E2],,,0.256, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
218.1,0.15,0.0006,0.0001,1510.79,1292.66,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
218.1,0.3,0.00004,0.00003, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
244.66,0.03,0.023,0.003,366.45,121.78,,,E2,,,0.1074, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
256.99,0.22,0.001,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
266.92,0.22,0.0011,0.0006,1314.62,1047.87,,,[E1],,,0.0214, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
271.13,0.05,0.075,0.012,615.37,344.29,,,E2,,,0.0826, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
272.43,0.05,0.0099,0.0013,1082.88,810.44,,,(E2),,,0.0761, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
278.7,0.3, , ,963.40,684.76,,,[E1],,,0.0177, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
329.4, , , ,1292.66,963.4,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
340.1,0.3,0.005,0.0019, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
344.29,0.03,2.4,0.4,344.29,0,,,E2,,,0.0397, ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
387.8,0.3,0.0007,0.0004, , ,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
388.3,0.5,0.00011,0.00004,1680.55,1292.66,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
398,0.15, , ,1082.88,684.76,,,E0,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
412,0.3,0.0007,0.0004,1460.54,1047.87,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,B-,73,3, , , , , ,1818.7,0.7,64,88,Gd,
424.3,0.4,0.00017,0.00007,1510.79,1086.1,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
427.9, ,0.000085,0.00001,1510.79,1082.88,,, ,,, , ,63,89,Eu,45.5998,0.0004,0-, ,9.3116,13,h,33521.76,4.68,EC+B+,27,3, , , , , ,1874.3,1.8,62,90,Sm,
