 energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
46.539,0.001,4.25,0.04,46.539,0,,,M1,,,17.86, ,82,128,Pb,0, ,0+, ,22.20,22,Y,700563756.6359425,6942523.71441024,B-,100, , , , , , ,63.5,0.5,83,127,Bi,
12.904, ,22.7, , , ,X,L, , , , , ,82,128,Pb,0, ,0+, ,22.20,22,Y,700563756.6359425,6942523.71441024,B-,100, , , , , , ,63.5,0.5,83,127,Bi,

