 energy, unc, intensity %, unc,daughter level energy,end level energy,X-ray, shell,multipolarity, mixing ratio, unc, conversion coeff. ,unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
1045.7,0.2,0.023,0.002,2423.23,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1051.96,0.03,0.313,0.007,1661.279,609.316,,,[M1 E2],,,0.012, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1058.1, ,0.008,0.003,2719.27,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1062.4, ,0.013,0.008,2826.98,1764.515,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1067.39,0.24,0.025,0.006,2728.609,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1069.96,0.07,0.272,0.009,2447.702,1377.678,,,[E1],,,0.00241, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1087.4, ,0.015,0.007,2630.86,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1103.7,0.13,0.098,0.012,1712.97,609.316,,,[M1 E2],,,0.011, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1104.71,0.13,0.078,0.004,2482.468,1377.678,,,[M1 E2],,,0.011, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1108.8, ,0.015,0.005,2769.94,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1118.9,0.5,0.04,0.01,2662.31,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1120.294,0.006,14.92,0.03,1729.609,609.316,,,M1+E2,0.18,2,0.01522, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1130.45,0.16,0.036,0.003,2508.17,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1133.66,0.03,0.2512,0.001,1742.98,609.316,,,[E2],,,0.00578, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1155.21,0.008,1.633,0.006,1764.515,609.316,,,M1+E2,0.33,6,0.0135, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1155.6,0.5,0.016,0.004,2698.76,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1156,1,0.007,0.003,3003.4,1847.443,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1167.3,0.2,0.012,0.002,2544.96,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1173,0.08,0.055,0.003,2447.702,1274.766,,,[E2],,,0.00542, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1206.4,0.8, , ,3053.93,1847.443,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1207.68,0.03,0.451,0.01,2482.468,1274.766,,,[E1],,,0.00196, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1226.7,0.3,0.018, ,2769.94,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1226.7,0.3,0.018, ,2604.68,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1230.6,0.3,0.008,0.003,2505.37,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1238.122,0.007,5.834,0.015,1847.443,609.316,,,M1+E2,-0.03,3,0.012, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1253.14,0.12, , ,2630.86,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1279,0.7,0.013,0.002,2940.67,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1280.976,0.01,1.434,0.006,1890.306,609.316,,,M1,,,0.01101, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1284,1,0.011,0.001,2662.31,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1285.1,0.5,0.016,0.003,3014.11,1729.609,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1303.75,0.07,0.107,0.005,2719.27,1415.495,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1316.99,0.09,0.081,0.006,2694.62,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1317.7,0.4, , ,2860.89,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1321.5, ,0.005,0.002,2698.76,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1329.94,0.16,0.081,0.006,2604.68,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1341.49,0.13,0.021,0.003,2719.27,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1351,1, , ,2728.609,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1353.4,0.8, , ,3014.11,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1361.2,0.8, , ,3022.3,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1370.5, ,0.01,0.002,2785.96,1415.495,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1377.669,0.008,3.988,0.011,1377.678,0,,,E2,,,0.00404, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1385.31,0.013,0.793,0.005,1994.64,609.316,,,[E1],,,0.00163, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1387.5,0.2, , ,2662.31,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1392.5,0.4,0.009,0.002,2769.94,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1401.515,0.012,1.33,0.005,2010.83,609.316,,,(M1+E2),1.6,5,0.0053, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1407.988,0.011,2.394,0.007,2017.309,609.316,,,(E2),,,0.00389, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1415.8, , , ,1415.495,0,,,E0,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1419.7,0.24,0.0053,0.0008,2694.62,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1449.2, ,0.018,0.009,2826.98,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1470.9,0.3,0.0092,0.0014,3014.11,1543.372,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1479.17,0.09,0.055,0.004,2088.44,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1481.3, ,0.0009,0.0003,3142.58,1661.279,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1483.5, ,0.013,0.005,2860.89,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1509.21,0.01,2.13,0.01,2118.533,609.316,,,M1+E2,-0.053,35,0.00732, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1515.5,0.3,0.0068,0.001,2893.58,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1532.8,0.8, , ,3262.4,1729.609,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1538.53,0.05,0.398,0.011,2147.83,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1543.34,0.05,0.303,0.01,1543.372,0,,,[E2],,,0.00333, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1583.204,0.015,0.705,0.005,2192.537,609.316,,,M1+E2,-0.2,10,0.00642, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1594.75,0.07,0.267,0.012,2204.089,609.316,,,[M1],,,0.00644, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1595,1,0.005,0.003,2869.6,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1598,0.5,0.006,0.003,3014.11,1415.495,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1599.37,0.05,0.324,0.012,2208.69,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1636.36,0.16,0.0115,0.0013,3014.11,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1637,1,0.006,0.003,3053.93,1415.495,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1644,0.8, , ,3022.3,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1657.07,0.17,0.048,0.004,2266.41,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1661.274,0.016,1.047,0.006,1661.279,0,,,E2,,,0.00296, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1665.9,0.2,0.0067,0.0011,2940.67,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1676.1, ,0.005, ,3053.93,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1684.012,0.02,0.214,0.005,2293.358,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1693.4,0.8, , ,2967.6,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1711,0.8,0.0018,0.0009,2986.24,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1717,0.8, , ,3094.01,1377.678,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1723.7,0.8, , ,3000,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1729.595,0.011,2.878,0.008,1729.609,0,,,E2,,,0.00278, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1739.1,0.8, , ,2348.3,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1747.2,0.8, , ,3022.3,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1751.6,0.6,0.001,0.0005,2360.57,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1764.491,0.01,15.3,0.03,1764.515,0,,,M1,,,0.00511, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1782.1,1, , , , ,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1813.72,0.13,0.011,0.001,2423.23,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1819.2,0.4,0.0014, ,3094.01,1274.766,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1838.36,0.04,0.35,0.01,2447.702,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1847.429,0.013,2.025,0.009,1847.443,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1873.16,0.05,0.214,0.008,2482.468,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1890.32,0.09,0.084,0.008,1890.306,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1896.05,0.12,0.149,0.008,2505.37,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1898.68,0.14,0.05,0.007,2508.17,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1935.62,0.16,0.032,0.003,2544.96,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1943.7,0.8, , ,2553,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1953.4,0.6, , ,2562.4,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
1994.6,0.5,0.007,0.003,2604.68,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2004.5,1,0.005,0.002, , ,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2010.82,0.09,0.0444,0.0015,2010.83,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2016,1,0.017,0.003, , ,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2016.7, , , ,2017.309,0,,,E0,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2021.55,0.1,0.0205,0.0016,2630.86,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2052.97,0.09,0.069,0.004,2662.31,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2085.19,0.14,0.044,0.002,2694.62,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2089.67,0.1,0.0453,0.0021,2698.76,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2109.98,0.08,0.085,0.003,2719.27,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2118.514,0.019,1.16,0.006,2118.533,0,,,M1,,,0.00356, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2120,1,0.007,0.002,2728.609,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2147.99,0.11,0.0137,0.0009,2147.83,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2160.4,0.3,0.0018,0.0005,2769.94,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2176.54,0.17,0.0033,0.0004,2785.96,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2184.8,0.6, , ,2794.1,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2192.59,0.11,0.042,0.013,2192.537,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2193.3,0.6, , ,2802.53,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2204.059,0.022,4.924,0.018,2204.089,0,,,M1,,,0.00333, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2251.51,0.13,0.0058,0.0004,2860.89,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2260.27,0.12,0.0087,0.0004,2869.6,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2266.53,0.11,0.0166,0.0008,2266.41,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2270.9,0.4,0.0013,0.0002,2880.36,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2284.34,0.17,0.005,0.0002,2893.58,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2287.65,0.23,0.0045,0.0005,2896.98,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2293.38,0.03,0.307,0.003,2293.358,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2310.2,0.3,0.0014,0.0009,2919.5,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2312.42,0.13,0.0088,0.0008,2921.9,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2319.3,0.3,0.0004,0.0002,2928.56,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2325.16,0.24,0.0017,0.0002,2934.54,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2331.36,0.1,0.0217,0.0012,2940.67,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2348,1.3,0.00014,9E-05,2348.3,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2353.5,0.7,0.0004,0.0002,2962.8,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2358,0.6, , ,2967.6,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2360.98,0.17,0.0016,0.0002,2360.57,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2369.54,0.16,0.0028,0.0004,2978.93,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2376.91,0.1,0.0089,0.0004,2986.24,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2390.83,0.19,0.00158,0.00013,3000,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2396.5,0.6, , ,3005.8,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2405.1,0.5,0.00041,0.00014,3014.11,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2413.1,0.4, , ,3022.3,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2421,0.6, , ,3030.3,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2423.34,0.11,0.0049,0.0004,2423.23,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2430,0.6, , ,3039.3,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2444.7,0.5,0.0082,0.0004,3053.93,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2447.7,0.03,1.548,0.007,2447.702,0,,,E1,,,0.00142, ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2459,0.8, , ,3068.3,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2469.4,0.6, , ,3078.7,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2472.9, ,0.0023,0.0008,3081.8,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2479, ,0.017, , , ,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2482.8,0.4, , ,3094.01,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2482.8,0.4,0.002,0.0009,2482.468,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2505.48,0.1,0.0056,0.0004,2505.37,0,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2529.7,0.8, , ,3139,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
2540.3,0.8, , ,3149.2,609.316,,, ,,, , ,83,131,Bi,0, ,1-, ,19.9,4,m,1194,24,B-,99.979,0.001, , , , , ,3269,11,84,130,Po
