 energy, unc, intensity %, unc,daughter level energy, HF, unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
5181,2,0.00109978,0.000000022,836,7.6, ,84,134,Po,0, ,0+, ,3.098,12,m,185.88,0.72,A,99.98,0.002, , , , , ,6114.75,0.09,82,132,Pb,
6002.35,0.09,99.9789,0.0023,0.0,1, ,84,134,Po,0, ,0+, ,3.098,12,m,185.88,0.72,A,99.98,0.002, , , , , ,6114.75,0.09,82,132,Pb,

