 energy, unc, intensity %, unc,daughter level energy, HF, unc, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
1932.3,1.2,100, ,0.0,1, ,62,86,Sm,0, ,0+, ,7E+15,3,Y,2.20898481822144e23,9.4670777923776e22,A,100, , , , , , ,1986.8,0.4,60,84,Nd,

