 mean energy, unc, intensity beta %, unc, start level energy,max energy, unc, log ft, unc, transition type, parent Z, N, symbol, parent energy , unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quadrupole , unc,Q , unc, Z,N, symbol 
4.16,0.13,84,3,46.539,17,0.5,5.4,0.1,1NU,82,128,Pb,0, ,0+, ,22.20,22,Y,700563756.6359425,6942523.71441024,B-,100, , , , , , ,63.5,0.5,83,127,Bi,
16.16,0.13,16,3,0.0,63.5,0.5,7.9,0.1,1NU,82,128,Pb,0, ,0+, ,22.20,22,Y,700563756.6359425,6942523.71441024,B-,100, , , , , , ,63.5,0.5,83,127,Bi,

