"energy","det","value","err"
1401.52414115,"A2",1.20379032056963,0.0153731832575617
1407.99586504,"A2",1.23744189036675,0.0149860743420754
1509.22361232,"A2",1.20789875028675,0.0178429105768233
1661.32515828,"A2",1.18877920879412,0.0176077586525986
1729.62533353,"A2",1.08049097149255,0.0132195550674899
1764.53536735,"A2",1.16816179462518,0.0137242961067649
1847.45576162,"A2",1.11100378044703,0.0149409158236922
2118.57244805,"A2",1.12624687035273,0.016268523986805
2204.15078719,"A2",1.1642061590845,0.0339689896576549
2447.66623332,"A2",1.16098090279472,0.0169244702025304
53.184084697,"A3",1.24072701222933,0.0316756300683503
186.181757861,"A3",1.11519611018552,0.0132076495108053
242.036474147,"A3",1.13880369897995,0.0140489926094107
295.353504211,"A3",1.13713128699407,0.0129666225358751
352.000440923,"A3",1.1381894159538,0.0129475611451164
609.305595186,"A3",1.19411044804376,0.0130524657639532
665.386176703,"A3",1.25821446205305,0.013941799688676
768.315490551,"A3",1.19938832489255,0.0140254692605967
806.111151123,"A3",1.24077017686256,0.0164119813715411
933.944180442,"A3",1.21427038258404,0.0147722274128189
1120.25441916,"A3",1.19980326670007,0.0133552809930889
1155.13831649,"A3",1.17820742625628,0.0153478469199003
1238.11944918,"A3",1.20192851547531,0.0139848033044333
1281.00279715,"A3",1.21477221088563,0.0156026122238968
1377.70851632,"A3",1.13432644389428,0.0141067686556535
1401.51645569,"A3",1.18678202194272,0.0188899125982614
1407.9913172,"A3",1.21984427982544,0.0148003952400919
1509.24287907,"A3",1.18777713199783,0.0175728365052273
1661.2732863,"A3",1.1759928430292,0.0168417142988253
1729.61231116,"A3",1.05817425102659,0.0129628147687546
1764.53337046,"A3",1.14419445850146,0.0134592338427965
1847.42862246,"A3",1.09077197875606,0.0146860566491492
2118.59812808,"A3",1.10900108160597,0.0160325494908595
2204.14875808,"A3",1.14317835973748,0.0333635027240895
2447.67671393,"A3",1.13140662383119,0.0165046468069386
53.4303877222083,"B0",2.77694328638266,0.0795916076770195
186.293924435122,"B0",1.10599732569761,0.0130296640409301
242.081644131979,"B0",1.0855894060889,0.013375106604129
295.309207038856,"B0",1.08796221830947,0.0123850502358515
352.004134000533,"B0",1.08776115111355,0.0123527109086256
609.342617876586,"B0",1.14268864223129,0.0124670290925891
665.457573281174,"B0",1.14907682317818,0.0127394594058891
768.291762933277,"B0",1.14697040476892,0.0133897497048197
806.102061312132,"B0",1.19714748076914,0.0376873003729603
933.95176452848,"B0",1.15584687081336,0.0140443041507341
1120.20482762804,"B0",1.14858292337428,0.0127607344789587
1155.12743629899,"B0",1.09644859753195,0.0142983047211896
1238.05760355412,"B0",1.15214768345015,0.0133755835754371
1280.93821609853,"B0",1.12274632008097,0.0144415262988244
1377.64013559392,"B0",1.08718147100577,0.0135027269138885
1401.46641411564,"B0",1.12314659662636,0.0172292232121767
1408.00675834032,"B0",1.17071928298915,0.0151271622442602
1509.22490508396,"B0",1.11752330287529,0.0165298390031717
1661.37826447714,"B0",1.12076808231248,0.0163655924467771
1729.7374564078,"B0",1.01402599156583,0.0123918020908868
1764.66297563884,"B0",1.09486631770368,0.0128589774114421
1847.69803645785,"B0",1.04299555138085,0.0140286128715727
2118.90725452113,"B0",1.05101452599066,0.0305228347355553
2204.46297912249,"B0",1.07609154330865,0.0313932349008333
2448.08366185576,"B0",1.09088389208836,0.0158613000558987
53.4998406465215,"B1",3.82052835796746,0.118974655876145
186.31459851338,"B1",1.08086420025443,0.0127248183093532
242.189343471026,"B1",1.11457132047613,0.0137265119076411
295.325576673672,"B1",1.10812193444193,0.0126163720623544
351.953990082524,"B1",1.10805610921793,0.0125852733877833
609.250507285931,"B1",1.15558198557092,0.012610086203259
665.302526612664,"B1",1.21583337669086,0.0134349303423276
768.27672899462,"B1",1.15711225252308,0.0135074601902112
806.081968409129,"B1",1.23467042217188,0.0162885088544843
933.832484204261,"B1",1.15248201867483,0.013994265227038
1120.21969667261,"B1",1.16666833731529,0.0129641705586485
1155.11212357066,"B1",1.11918682069871,0.0145295926920696
1238.15902550076,"B1",1.16463866142646,0.0135192996935841
1377.86361625215,"B1",1.10519863790816,0.0137152811249474
1401.69445640563,"B1",1.17092538393942,0.0148617714277173
1408.15646875251,"B1",1.19376692813787,0.0144232173843427
1509.40766691817,"B1",1.14527865840362,0.0168899336916363
1661.37766642487,"B1",1.17473174583338,0.0188724043817607
1729.66222230534,"B1",1.03358429728698,0.0126297422346043
1764.56653106034,"B1",1.11940924369124,0.0131464930484378
1847.45105080988,"B1",1.0705927777615,0.0143679700564068
2118.44325585181,"B1",1.08303087580011,0.0155919366891733
2203.94526538721,"B1",1.11175603334472,0.0324383858623127
2447.41553069964,"B1",1.114976857199,0.0162279763154161
53.1603907220196,"B2",1.43960510387836,0.0289396649503494
186.313576451668,"B2",1.0853199272076,0.0127764420072776
242.128811206024,"B2",1.12947517261345,0.0139142181168202
295.305836099702,"B2",1.1256222480877,0.0128143705275827
351.986740333398,"B2",1.12659290145853,0.0127945356128674
609.291664650091,"B2",1.18021690303748,0.0128774514381489
665.395234399812,"B2",1.22317988974202,0.0135079103293265
768.325035384365,"B2",1.18147284288257,0.0137907591363465
806.10686597756,"B2",1.23289378004123,0.0162884530092823
933.97425334821,"B2",1.20319016081756,0.0146056305932865
1120.21947642072,"B2",1.18758215567478,0.0131951869812018
1155.11808233515,"B2",1.171969767437,0.0152153070515238
1238.0867423197,"B2",1.18949377817742,0.0138075278603218
1280.96546283793,"B2",1.18080275361684,0.0151180365392967
1377.65149289654,"B2",1.11653887631781,0.0138631392477995
1401.49552737402,"B2",1.19410299199252,0.0152337418970011
1407.96168931118,"B2",1.20984714950239,0.0146404460480638
1509.21452343951,"B2",1.17739899345932,0.0173800434746568
1661.25870906793,"B2",1.19775070831565,0.0186491254977681
1729.55632412215,"B2",1.03854339294434,0.0126962828714024
1764.496801788,"B2",1.13581219037087,0.0133416285754585
1847.39301588103,"B2",1.08968900569937,0.0146397744033142
2118.48613006302,"B2",1.10495010931246,0.0157631213695697
2204.07685835222,"B2",1.15198308243701,0.0336109328755544
2447.91454861545,"B2",1.13493062002188,0.0165113874206363
53.2684684583483,"B3",2.59361997943965,0.0594774761765324
186.242795218016,"B3",1.08618312440831,0.0127832006000622
242.087543128059,"B3",1.11753473112662,0.0137655418477707
295.236543141406,"B3",1.10596006718838,0.0125894794843036
351.898706169671,"B3",1.10567442301562,0.0125560577642468
609.273437657994,"B3",1.1595888628891,0.0126514074348325
665.410376244718,"B3",1.2140240132056,0.0146441170034782
768.427258530553,"B3",1.16084717242423,0.0135472620907644
806.196344277278,"B3",1.22139257882635,0.016119094171501
934.067980163486,"B3",1.17999137831462,0.0143228876290482
1120.23361644931,"B3",1.16447685479674,0.0129370890229419
1155.13284263476,"B3",1.12986521389506,0.0146623255203134
1238.11901445884,"B3",1.16783267369812,0.0135543073916112
1280.95557536445,"B3",1.16535952637819,0.0149041475575545
1377.6279514439,"B3",1.10098377328108,0.0136619564381561
1401.47140265392,"B3",1.14189661606165,0.014523520171266
1407.93760386175,"B3",1.17495861820652,0.0142011744037406
1509.23088420786,"B3",1.14566424623361,0.0169049399463455
1661.38425212932,"B3",1.12921111566759,0.0170875810450622
1729.79187051591,"B3",1.01906558439669,0.0124498116186202
1764.73138979982,"B3",1.10493027320256,0.012977911418022
1847.64946190325,"B3",1.0573702313042,0.0141938738364633
2118.59858145667,"B3",1.07558954079645,0.0153377198302508
2204.1102641757,"B3",1.09766217295042,0.0320265139989208
2447.5130555972,"B3",1.112531559165,0.016183080554998
