"energy","det","value","err"
53.4196317447,"A0",1.16533752548546,0.0223167325320391
186.296569703,"A0",1.13223927150491,0.0133312126121892
242.074761088,"A0",1.10958883389739,0.0137120607050027
295.335226861,"A0",1.11240779218424,0.0126697664032229
352.029611847,"A0",1.1132423772375,0.012648838993972
609.312160532,"A0",1.16748623049306,0.0127451676941969
665.38113394,"A0",1.23871983896015,0.0137001626297592
768.262071536,"A0",1.1756515902921,0.0137318992985843
933.9173791,"A0",1.1887965930397,0.0144439077103659
1120.22802566,"A0",1.17206390351365,0.0130302286073698
1155.12997738,"A0",1.14393635652789,0.01486007588205
1238.07650487,"A0",1.17214965224128,0.0136156059944671
1280.97306914,"A0",1.17964286662158,0.0151270487934926
1377.76710539,"A0",1.11049186151682,0.0137946488065265
1401.60282168,"A0",1.17025015036828,0.0149273699112997
1408.06568786,"A0",1.19780492030457,0.014501408312715
1509.27717969,"A0",1.15055446795387,0.016992430769355
1661.33230449,"A0",1.11839679307309,0.0203537807018289
1729.6057688,"A0",1.03912133527998,0.0127134405573148
1764.51776977,"A0",1.11948898703543,0.0131575873436995
1847.43832058,"A0",1.06943569341334,0.014378339864085
2118.49513601,"A0",1.08917143202737,0.0157261280076093
2204.06113039,"A0",1.11406315257729,0.032507182037137
2447.6948618,"A0",1.11283794955295,0.0162187328901503
53.2011955641,"A1",1.19559293134858,0.0226772956147516
186.320566106,"A1",1.09839796695779,0.0129200369242875
242.034586568,"A1",1.1324707596923,0.0139457795398945
295.221262191,"A1",1.13253158632387,0.0128882776417452
351.934576678,"A1",1.12365201852504,0.0127566331824845
609.243627031,"A1",1.19373919181714,0.0130200127508461
665.412977424,"A1",1.25923109188114,0.0138735805150716
768.293566468,"A1",1.20713865044701,0.0140811987287315
806.085043145,"A1",1.27415616032817,0.0167835327307108
934.051779738,"A1",1.20767705330374,0.0146475385821876
1120.27361398,"A1",1.20299005740412,0.0133601089574386
1238.16215596,"A1",1.20637562094593,0.0139939551077644
1280.98896997,"A1",1.21391782914251,0.0154929876470055
1377.69732064,"A1",1.13208772723163,0.014039946484188
1401.55175136,"A1",1.19725216520905,0.0152012143671002
1408.02540351,"A1",1.22076981007716,0.0147395817602594
1509.22799309,"A1",1.18274039201246,0.0174250618721228
1661.32208486,"A1",1.17135371313457,0.0172504320696702
1729.63086301,"A1",1.05531714177668,0.0128832524526754
1764.52972288,"A1",1.1449960135519,0.0134438052234026
1847.45589605,"A1",1.08540159967932,0.0145567466988121
2118.5901075,"A1",1.10507232032685,0.0158916194703334
2204.19080183,"A1",1.13998753662127,0.0332540621905683
2447.81327252,"A1",1.14150519283984,0.0165918581972129
53.5197361927,"A2",1.23890662889688,0.0235004166568877
186.43706779,"A2",1.12931116169497,0.0132890025904586
242.186671557,"A2",1.15784605287745,0.0142632164653506
295.388657282,"A2",1.15297947483928,0.0131256833313389
352.064767344,"A2",1.15855518342377,0.0131574714382465
609.32654377,"A2",1.21803704036311,0.0132902623474601
665.446265592,"A2",1.29413526841783,0.0143091979159973
768.346035128,"A2",1.22259476653764,0.0142741413174571
806.152656313,"A2",1.28587815864293,0.0170159529320013
934.077697985,"A2",1.2460289737933,0.0151317028347943
1120.29363943,"A2",1.2240432021577,0.0136019863125021
1155.20768831,"A2",1.2028537156629,0.0156278298458298
1238.12553959,"A2",1.22598181161639,0.0142364697972566
1280.95991356,"A2",1.202715764801,0.0154212845800021
