Energy,Efficiency,Error
186.296564267000008,0.007073298537528,0.000056407987175
242.368486840999992,0.005777421894502,0.000048334957015
295.442402976999972,0.004857229720982,0.000037246450000
352.010433207999995,0.004146677441095,0.000031704306157
609.313613919999966,0.002489202998538,0.000018208301282
768.287770692999970,0.002044070230439,0.000016203330127
806.121418566999978,0.001966260515839,0.000018220163317
933.702220893999993,0.001743433234273,0.000014514726438
1120.070793150000100,0.001514350065099,0.000011329989715
1154.900285610000083,0.001493338361060,0.000013569957016
1237.850053050000042,0.001391159733708,0.000010979574484
1280.924104339999985,0.001344882394463,0.000012146809035
1377.775826569999936,0.001300136795700,0.000011077743791
1401.582036170000038,0.001271044859983,0.000011460107030
1408.029152670000030,0.001238438184097,0.000010376504886
1509.329179580000073,0.001192108462728,0.000012323325940
1729.549494130000085,0.001075944319308,0.000009086250551
1764.457166209999968,0.001046386462165,0.000008329401776
1847.351461499999914,0.001013377011910,0.000009516330288
2118.303414150000208,0.000876519380711,0.000009012893703
2203.782644679999976,0.000844841998248,0.000017339555652
2447.178554109999823,0.000767867735662,0.000007899290664
