Energy,Efficiency,Error
186.404384864000008,0.007027542409304,0.000056037499371
242.058399838000014,0.005861357162817,0.000049034488303
295.165127634999976,0.004975259940553,0.000038150141081
351.766629247000026,0.004263563657790,0.000032597243874
609.127999122000006,0.002589907331397,0.000018944082706
768.336861044999978,0.002137528611184,0.000016933008091
806.079909358000009,0.002050039743834,0.000018928773853
934.080106557000022,0.001831356983207,0.000015224535625
1120.166559989999996,0.001582979234818,0.000011840299411
1155.182793579999952,0.001577862063982,0.000014276482238
1238.299208610000051,0.001458776715679,0.000011502284447
1281.080793930000027,0.001425381737768,0.000012797551225
1377.723053729999947,0.001360371721455,0.000011579491704
1401.619312110000010,0.001323825490278,0.000011910060913
1408.110956870000109,0.001306406873502,0.000010914256705
1509.397086189999982,0.001235055183274,0.000012745721571
1729.806993509999984,0.001132884998160,0.000009544919305
1764.697871269999951,0.001094136345476,0.000008706676581
1847.535198589999936,0.001057142162875,0.000009903083721
2118.692589000000225,0.000921578212233,0.000009429865309
2204.358847399999831,0.000879057156287,0.000018038750343
2448.032783900000140,0.000799082371107,0.000008202047137
