Energy,Efficiency,Error
186.472368490000008,0.006715125480282,0.000053567991041
242.200199193000003,0.005570608649050,0.000046610247009
295.427643251999996,0.004683207022220,0.000035913731410
352.123833809000018,0.003989958923294,0.000030506954900
609.298812985000040,0.002366657433767,0.000017312786507
768.301235379999980,0.001941863077390,0.000015402736886
806.108027825000022,0.001858009928851,0.000017279492434
934.084679148999953,0.001654761588704,0.000013797246071
1120.283789889999980,0.001428459439320,0.000010690877586
1155.218103800000108,0.001417169079122,0.000012917771005
1238.180684389999897,0.001308706980802,0.000010338082859
1280.967816469999889,0.001273859112671,0.000011551363188
1377.646138670000028,0.001215004505641,0.000010369890228
1401.501688950000016,0.001177564647153,0.000010714271287
1407.985032020000062,0.001164782257719,0.000009791224017
1509.280557499999986,0.001102333020802,0.000011441120899
1729.719507979999889,0.001006207311901,0.000008515446781
1764.608735929999966,0.000973661444599,0.000007754025291
1847.464639430000034,0.000940280111506,0.000008859711153
2118.640285410000160,0.000813303080652,0.000008401934027
2204.279081969999879,0.000781386668346,0.000016041814823
2447.865147770000021,0.000708394627794,0.000007316904354
