Energy,Efficiency,Error
186.245901094999994,0.006875169033443,0.000054858207066
242.020299104999992,0.005697326462996,0.000047669160866
295.774879979999980,0.004805613908852,0.000036851996080
352.315392465999992,0.004096655874744,0.000031322304491
609.698201705999963,0.002446482709097,0.000017896177773
768.711690897000040,0.002020409219272,0.000016021380721
806.566397778999999,0.001905204806877,0.000017675330587
934.195243995000055,0.001715604013455,0.000014298541425
1120.633629359999986,0.001474528159128,0.000011033794679
1155.455045530000007,0.001448148661383,0.000013198293485
1238.402754180000102,0.001350827761982,0.000010664503740
1281.405446470000015,0.001309219636146,0.000011824813488
1378.122537250000050,0.001254245714501,0.000010695368974
1401.913152639999907,0.001212497613930,0.000010939666382
1408.382854949999910,0.001205982401149,0.000010113149218
1509.721234110000069,0.001147303104307,0.000011891810447
1730.069151980000015,0.001037407306900,0.000008773032592
1764.992779250000012,0.001006054082059,0.000008010243403
1847.870614899999964,0.000969769159477,0.000009122335072
2119.034829130000162,0.000846374629975,0.000008714188327
2204.606855909999922,0.000797730654534,0.000016376069982
2448.311081759999979,0.000727462780225,0.000007502907033
