Energy,Efficiency,Error
186.134158925999998,0.007344246999468,0.000058553629273
242.153005925000002,0.005935824670277,0.000049655472932
295.270417158999976,0.004982257078749,0.000038203833640
351.848220357999992,0.004241137299416,0.000032425975138
609.153187237999987,0.002533084809523,0.000018528986750
768.464232561000017,0.002108343913542,0.000016714607673
806.187057507999953,0.001980854148309,0.000018391005009
934.052569661000007,0.001771007721148,0.000014747524045
1120.119744130000072,0.001532898333481,0.000011468574749
1154.990127490000077,0.001509395979274,0.000013738387732
1238.105698990000064,0.001403697518107,0.000011079359194
1280.924366140000075,0.001367675326559,0.000012377656128
1377.460103160000017,0.001313382362072,0.000011195634636
1401.287470770000027,0.001285271778134,0.000011640909776
1407.743584399999918,0.001255544511676,0.000010531885653
1509.130898970000089,0.001189471122265,0.000012327403022
1729.688261040000043,0.001089422327929,0.000009203838251
1764.663613100000020,0.001053582569334,0.000008386669887
1847.529233340000019,0.001014770286013,0.000009545907119
2118.525256169999921,0.000886356438598,0.000009124629793
2204.118485789999795,0.000847371178309,0.000017391784614
2447.404413090000162,0.000772321246351,0.000007943752489
